iter	TotalF1	MultiClass
885	0.9975652054	0.06339191075
886	0.9975652054	0.06333479606
887	0.9975652054	0.0631807114
888	0.9975652054	0.06309100284
889	0.9975652054	0.06298500227
890	0.9975652054	0.06290759575
891	0.9975652054	0.06281285077
892	0.9975652054	0.06272150242
893	0.9975652054	0.06265065304
894	0.9975652054	0.06258943958
895	0.9975652054	0.06250556089
896	0.9975652054	0.06241481085
897	0.9975652054	0.06240775532
898	0.9975652054	0.06235371947
899	0.9975652054	0.06229802607
900	0.9975652054	0.06210771719
901	0.9975652054	0.06203403938
902	0.9975652054	0.06191506635
903	0.9975652054	0.06184460006
904	0.9975652054	0.06179857393
905	0.9975652054	0.0617479709
906	0.9975652054	0.06170915046
907	0.9975652054	0.06165108302
908	0.9975652054	0.06164332886
909	0.9975652054	0.0615897898
910	0.9975652054	0.06154553564
911	0.9975652054	0.06146518011
912	0.9975652054	0.06136802582
913	0.9975652054	0.06131272842
914	0.9975652054	0.06126119028
915	0.9975652054	0.06120616257
916	0.9975652054	0.06117109602
917	0.9975652054	0.06099190145
918	0.9975652054	0.06093169428
919	0.9975652054	0.06086781689
920	0.9975652054	0.06079052148
921	0.9975652054	0.06068003758
922	0.9975652054	0.0605958368
923	0.9975652054	0.06045221176
924	0.9975652054	0.06040674204
925	0.9981676277	0.06030033054
926	0.9981676277	0.06020288657
927	0.9981676277	0.0601498304
928	0.9981676277	0.05996193251
929	0.9981676277	0.05980974734
930	0.9981676277	0.05974801812
931	0.9981676277	0.05963797129
932	0.9981676277	0.05960636073
933	0.9981676277	0.05958537136
934	0.9981676277	0.05950662693
935	0.9981676277	0.05945958351
936	0.9981676277	0.05943509903
937	0.9981676277	0.05931231349
938	0.9981676277	0.05916661033
939	0.9981676277	0.05910576861
940	0.9981676277	0.05906107679
941	0.9981676277	0.05903636703
942	0.9981676277	0.05900509869
943	0.9981676277	0.05897219664
944	0.9981676277	0.05891949261
945	0.9981676277	0.05890242825
946	0.9981676277	0.0587847101
947	0.9981676277	0.05877924063
948	0.9981676277	0.05875355063
949	0.9981676277	0.05873637752
950	0.9981676277	0.05861493254
951	0.9981676277	0.05858718384
952	0.9981676277	0.05851563877
953	0.9981676277	0.05846199812
954	0.9981676277	0.05838225682
955	0.9981676277	0.05822259764
956	0.9981676277	0.05820660285
957	0.9981676277	0.05815139982
958	0.9981676277	0.05811951229
959	0.9981676277	0.05799613055
960	0.9981676277	0.0578616175
961	0.9981676277	0.05783321441
962	0.9981676277	0.05776558467
963	0.9981676277	0.05772187704
964	0.9981676277	0.05767357305
965	0.9981676277	0.05757821573
966	0.9981676277	0.05738104235
967	0.9981676277	0.05732862462
968	0.9981676277	0.05732282767
969	0.9981676277	0.05724139412
970	0.9981676277	0.05714498184
971	0.9981676277	0.05707895957
972	0.9981676277	0.05699622295
973	0.9981676277	0.05687382793
974	0.9981676277	0.05680366379
975	0.9981676277	0.0567721829
976	0.9981676277	0.05668961905
977	0.9981676277	0.05662566357
978	0.9981676277	0.05649044713
979	0.9981676277	0.05641593821
980	0.9981676277	0.05637892643
981	0.9981676277	0.05630092758
982	0.9981676277	0.0562212458
983	0.9981676277	0.05616780596
984	0.9981676277	0.05607726125
985	0.9981676277	0.05591603429
986	0.9981676277	0.05582816769
987	0.9981676277	0.05576719844
988	0.9981676277	0.05571919435
989	0.9981676277	0.05568054044
990	0.9981676277	0.05564705706
991	0.9981676277	0.05559035033
992	0.9981676277	0.05549648486
993	0.9981676277	0.05534660983
994	0.9981676277	0.05533880346
995	0.9981676277	0.05531135386
996	0.9981676277	0.05527349666
997	0.9981676277	0.05513385207
998	0.9987700408	0.05509626942
999	0.9987700408	0.05498029583
